sample_id,gen_name,orig_text_clip,gen_text_clip,orig_gen_clip,orig_text_vclip,gen_text_vclip,orig_gen_vclip
431,431.mp4,0.34763962030410767,0.35386204719543457,0.911440908908844,0.23024992644786835,0.22794511914253235,0.6596972942352295
454,454.mp4,0.3286239802837372,0.3734291195869446,0.8793497085571289,0.2002343237400055,0.21610689163208008,0.6013962626457214
455,455.mp4,0.3487071990966797,0.35529863834381104,0.9471760988235474,0.2555686831474304,0.28104549646377563,0.8155324459075928
456,456.mp4,0.3466550409793854,0.35873734951019287,0.9575957655906677,0.2532828152179718,0.21269136667251587,0.7887483835220337
458,458.mp4,0.37003380060195923,0.36927667260169983,0.8735565543174744,0.25591737031936646,0.2624586224555969,0.7095724940299988
461,461.mp4,0.3448712229728699,0.3205154240131378,0.933224081993103,0.20806638896465302,0.15357355773448944,0.7433044910430908
466,466.mp4,0.32507267594337463,0.34586000442504883,0.8912556171417236,0.15768422186374664,0.2552222013473511,0.510242223739624
468,468.mp4,0.3476153612136841,0.34241023659706116,0.909106433391571,0.2787442207336426,0.2611424922943115,0.6681278944015503
471,471.mp4,0.38480520248413086,0.3925604224205017,0.898984432220459,0.2633199691772461,0.2649220824241638,0.7744622230529785
474,474.mp4,0.35636407136917114,0.35964035987854004,0.9088534116744995,0.25494444370269775,0.23963652551174164,0.8408795595169067
475,475.mp4,0.3915838599205017,0.3660930395126343,0.9400242567062378,0.21820798516273499,0.2073030173778534,0.8495973944664001
477,477.mp4,0.2927701473236084,0.3650621473789215,0.9092800617218018,0.21036365628242493,0.21931080520153046,0.5777789950370789
479,479.mp4,0.3213063180446625,0.3370593190193176,0.9503383636474609,0.2402578592300415,0.29726454615592957,0.632282018661499
491,491.mp4,0.37116241455078125,0.3443274199962616,0.8808290958404541,0.2410229742527008,0.23499327898025513,0.530992865562439
526,526.mp4,0.3187235891819,0.2950455844402313,0.9093641042709351,0.23975782096385956,0.19907695055007935,0.6057769060134888
555,555.mp4,0.4019731879234314,0.4064826965332031,0.8547772169113159,0.26833850145339966,0.17530065774917603,0.5492048263549805
556,556.mp4,0.323983758687973,0.4052903652191162,0.7769293785095215,0.21579527854919434,0.1990858018398285,0.5412087440490723
557,557.mp4,0.4062468409538269,0.39139431715011597,0.8063671588897705,0.305728018283844,0.28519099950790405,0.7015269994735718
560,560.mp4,0.43826374411582947,0.39964115619659424,0.837609589099884,0.22200539708137512,0.25043272972106934,0.6140108108520508
569,569.mp4,0.46496981382369995,0.3881770968437195,0.7799292802810669,0.28018641471862793,0.21558153629302979,0.5023013353347778
575,575.mp4,0.3965400159358978,0.4339263439178467,0.8579022884368896,0.2670789361000061,0.31432658433914185,0.5977463722229004
577,577.mp4,0.3915903568267822,0.42138296365737915,0.8713532090187073,0.3262481987476349,0.3158383369445801,0.7926978468894958
578,578.mp4,0.40478771924972534,0.3945898413658142,0.8162939548492432,0.26793158054351807,0.2905611991882324,0.4700964093208313
580,580.mp4,0.439921498298645,0.4316577911376953,0.8382696509361267,0.25228220224380493,0.25021642446517944,0.7541437149047852
590,590.mp4,0.4313669800758362,0.4244922399520874,0.9028686285018921,0.3300124406814575,0.29878556728363037,0.9200576543807983
591,591.mp4,0.32455167174339294,0.347001850605011,0.7996652126312256,0.22394686937332153,0.22432345151901245,0.5773594379425049
605,605.mp4,0.3477032780647278,0.393288254737854,0.824268102645874,0.2427287995815277,0.24845902621746063,0.6877076625823975
610,610.mp4,0.41833996772766113,0.41539955139160156,0.8869258761405945,0.21210980415344238,0.24122029542922974,0.7922912836074829
612,612.mp4,0.36149558424949646,0.3660074472427368,0.8527352809906006,0.2367594838142395,0.23266096413135529,0.5749770998954773
617,617.mp4,0.42515748739242554,0.4305599629878998,0.8978912830352783,0.2975853681564331,0.2854483127593994,0.8718205690383911
627,627.mp4,0.36415380239486694,0.39329004287719727,0.7889105081558228,0.20527173578739166,0.20061056315898895,0.6795304417610168
629,629.mp4,0.379223495721817,0.36954909563064575,0.7859139442443848,0.27036529779434204,0.2396564930677414,0.5169932842254639
633,633.mp4,0.37584802508354187,0.3794437050819397,0.9207137227058411,0.22324785590171814,0.20494607090950012,0.9040049314498901
636,636.mp4,0.4031098484992981,0.3896355628967285,0.8410226106643677,0.3096877932548523,0.3353581428527832,0.7907510995864868
641,641.mp4,0.34032151103019714,0.3458327054977417,0.9010190963745117,0.24886520206928253,0.2448948621749878,0.7586278915405273
642,642.mp4,0.3710450530052185,0.38906222581863403,0.9343951940536499,0.2935280203819275,0.3015155792236328,0.8115781545639038
643,643.mp4,0.3489208519458771,0.37341153621673584,0.8235764503479004,0.2525367736816406,0.2576867341995239,0.48145461082458496
